"superkingdom","phylum","class","order","family","genus","species"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae",NA,"Erysipelotrichaceae bacterium GAM147"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Leidyanidae","Leidyana","Leidyana erratica"
"Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",NA
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Trichomonascaceae","Wickerhamiella","Wickerhamiella azyma"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Allobaculum","Allobaculum stercoricanis"
"Eukaryota","Chordata","Mammalia",NA,NA,NA,NA
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Kodamaea","[Candida] suecica"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Gregarinidae","Gregarina","Gregarina tropica"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelatoclostridium",NA
"Eukaryota","Cercozoa","Thecofilosea","Tectofilosida","Pseudodifflugiidae","Pseudodifflugia","Pseudodifflugia cf. gracilis"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Allobaculum","Allobaculum stercoricanis"
"Bacteria","Firmicutes",NA,NA,NA,NA,NA
"Eukaryota","Arthropoda","Arachnida","Sarcoptiformes","Psoroptoididae","Pandalura","Pandalura oconnori"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uncultured Bacteroides sp."
"Eukaryota","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Tausonia",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus",NA
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Coprobacillus","Coprobacillus cateniformis"
"Eukaryota","Imbricatea",NA,"Euglyphida","Trinematidae","Trinema","Trinema enchelys"
"Eukaryota","Mucoromycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella sp. SYPF7182"
"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera",NA
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma victoriae"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Massilicoli","Massilicoli timonensis"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uncultured Bacteroides sp."
"Eukaryota","Cercozoa",NA,NA,NA,NA,"uncultured Cercozoa"
"Eukaryota","Basidiomycota","Spiculogloeomycetes","Spiculogloeales","Spiculogloeaceae","Mycogloea","Mycogloea nipponica"
"Eukaryota","Parabasalia",NA,"Trichomonadida","Trichomonadidae","Pentatrichomonas","Pentatrichomonas hominis"
"Eukaryota","Basidiomycota","Tremellomycetes",NA,NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Stenophoridae","Stenophora","Stenophora robusta"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptacetobacter","Peptacetobacter hiranonis"
"Bacteria",NA,NA,NA,NA,NA,"bacterium LF-3"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Catenibacterium",NA
"Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Helicosporidium",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Gregarinidae","Gregarina","Gregarina blattarum"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,"Phocaeicola","Phocaeicola plebeius"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uncultured Bacteroides sp."
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uncultured Bacteroides sp."
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uncultured Bacteroides sp."
"Eukaryota",NA,NA,NA,"Colpodellaceae","Colpodella","Colpodella sp."
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Gregarinidae","Gregarina",NA
NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Ascomycota","Sordariomycetes","Microascales","Microascaceae",NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida",NA,NA,"uncultured Gregarina"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides sp."
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium","Cryptosporidium struthionis"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae",NA,NA
"Eukaryota","Mucoromycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella formicae"
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Lichtheimiaceae","Lichtheimia",NA
"Eukaryota","Rhodophyta","Stylonematophyceae","Stylonematales","Stylonemataceae","Tsunamia","Tsunamia transpacifica"
"Eukaryota","Ciliophora","Colpodea","Colpodida","Colpodidae","Exocolpoda","Exocolpoda augustini"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Eukaryota","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium","Cystobasidium sp."
"Eukaryota","Nematoda","Chromadorea","Rhabditida","Rhabditidae","Diploscapter",NA
"Eukaryota","Rhodophyta","Bangiophyceae","Cyanidiales","Cyanidiaceae","Cyanidium","Cyanidium caldarium"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida",NA,NA,"uncultured Gregarina"
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Backusellaceae","Backusella","Backusella recurva"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Gregarinidae","Gregarina","Gregarina tropica"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"Eukaryota","Imbricatea",NA,"Euglyphida","Trinematidae","Trinema",NA
"Eukaryota","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Kondoaceae","Kondoa","Kondoa yuccicola"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Eukaryota","Imbricatea",NA,"Euglyphida","Trinematidae","Trinema",NA
"Eukaryota","Chlorophyta","Trebouxiophyceae","Prasiolales","Prasiolaceae","Desmococcus","Desmococcus olivaceus"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Geotrichum","Geotrichum candidum"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA,"uncultured eukaryote"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","Alloprevotella sp. feline oral taxon 309"
"Eukaryota","Platyhelminthes","Trematoda","Diplostomida","Cyathocotylidae","Holostephanus","Holostephanus dubinini"
"Eukaryota","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium",NA
NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Imbricatea",NA,"Euglyphida","Trinematidae","Trinema","Trinema lineare"
"Eukaryota","Ciliophora","Colpodea","Cyrtolophosidida","Platyophryidae",NA,"uncultured Platyophrya"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales",NA,"Starmerella","Starmerella stellata"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae",NA,NA
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Catenibacterium",NA
"Eukaryota","Apicomplexa",NA,NA,NA,NA,"Apicomplexa sp. 1 KCW-2013"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
NA,NA,NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,"Colpodellaceae","Colpodella",NA
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Yarrowia","Yarrowia sp. TFM01"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,NA
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelatoclostridium","[Clostridium] spiroforme"
NA,NA,NA,NA,NA,NA,NA
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",NA
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Eukaryota","Streptophyta","Magnoliopsida","Fagales","Betulaceae","Betula",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","Faecalibacterium prausnitzii"
"Eukaryota","Basidiomycota","Tremellomycetes",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus",NA
"Eukaryota","Basidiomycota","Cystobasidiomycetes","Cystobasidiales",NA,NA,"Cystobasidiales sp."
"Eukaryota","Chordata","Mammalia",NA,NA,NA,NA
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae",NA,NA
"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Megamonas",NA
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uncultured Bacteroides sp."
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides sp."
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"Eukaryota","Nematoda","Chromadorea","Strongylida","Angiostrongylidae","Angiostrongylus",NA
"Eukaryota","Chordata","Mammalia",NA,NA,NA,NA
"Eukaryota","Nematoda","Chromadorea","Strongylida","Crenosomatidae","Crenosoma",NA
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Pilaira","Pilaira anomala"
"Eukaryota","Nematoda","Chromadorea","Strongylida","Ancylostomatidae","Uncinaria","Uncinaria stenocephala"
"Eukaryota","Nematoda","Chromadorea","Strongylida","Ancylostomatidae","Uncinaria","Uncinaria stenocephala"
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor mucedo"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Toxoplasma","Toxoplasma gondii"
"Eukaryota","Nematoda","Chromadorea","Strongylida","Molineidae","Lamanema","Lamanema chavezi"
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor",NA
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor",NA
"Eukaryota","Streptophyta","Magnoliopsida",NA,NA,NA,NA
"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium sp."
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces",NA
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae",NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Kazachstania","Kazachstania telluris"
"Eukaryota","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Tausonia",NA
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium","Cryptosporidium struthionis"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycodaceae",NA,NA
"Eukaryota","Nematoda","Chromadorea","Strongylida","Filaroididae","Oslerus","Oslerus rostratus"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Kodamaea","[Candida] suecica"
"Eukaryota","Nematoda","Enoplea","Trichinellida","Capillariidae","Capillaria","Capillaria sp. cat-2018"
"Eukaryota",NA,NA,NA,NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Cystoisospora",NA
"Eukaryota","Platyhelminthes","Cestoda","Cyclophyllidea","Mesocestoididae","Mesocestoides",NA
"Eukaryota","Nematoda","Chromadorea","Strongylida","Ancylostomatidae","Uncinaria","Uncinaria stenocephala"
"Eukaryota","Mucoromycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"Eukaryota","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Monarda","Monarda fistulosa"
"Eukaryota","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon","Rhizopogon nigrescens"
"Eukaryota",NA,NA,NA,NA,NA,NA
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Cyniclomyces","Cyniclomyces guttulatus"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Cyniclomyces","Cyniclomyces guttulatus"
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Phycomycetaceae","Phycomyces","Phycomyces blakesleeanus"
"Eukaryota",NA,NA,NA,"Colpodellaceae",NA,"Colpodellidae sp. HEP"
"Eukaryota","Nematoda","Chromadorea","Strongylida","Filaroididae","Oslerus","Oslerus rostratus"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Nematoda","Chromadorea","Rhabditida",NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon","Rhizopogon sp."
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor circinelloides"
"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"Eukaryota","Nematoda","Chromadorea","Strongylida","Ancylostomatidae","Uncinaria","Uncinaria stenocephala"
"Eukaryota","Platyhelminthes","Trematoda","Diplostomida","Diplostomidae","Alaria","Alaria alata"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae",NA,NA
NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Yarrowia","Yarrowia sp. TFM01"
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Pilaira","Pilaira anomala"
"Eukaryota","Platyhelminthes","Trematoda","Opisthorchiida","Opisthorchiidae",NA,NA
"Eukaryota","Ascomycota","Leotiomycetes",NA,"Pseudeurotiaceae",NA,NA
"Eukaryota","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota",NA,NA,NA,NA,NA,"fungal sp."
"Eukaryota","Nematoda","Chromadorea","Strongylida","Filaroididae","Oslerus","Oslerus rostratus"
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Pilaira","Pilaira anomala"
"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Candida",NA
"Eukaryota","Streptophyta","Magnoliopsida","Asterales","Asteraceae",NA,NA
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Pilaira","Pilaira anomala"
"Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae",NA,NA
"Eukaryota","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Shanorella","Shanorella spirotricha"
"Eukaryota","Nematoda","Chromadorea","Strongylida","Ancylostomatidae","Ancylostoma",NA
"Eukaryota","Ascomycota","Sordariomycetes","Microascales","Microascaceae",NA,NA
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia","Metschnikowia aff. pulcherrima"
"Eukaryota","Streptophyta","Magnoliopsida","Malvales","Malvaceae","Gossypium","Gossypium arboreum"
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor mucedo"
"Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae",NA,NA
"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus sp."
"Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Apatococcus","Apatococcus lobatus"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Annelida","Clitellata","Haplotaxida","Lumbricidae",NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Arthropoda","Arachnida","Trombidiformes","Myobiidae","Myobia","Myobia musculi"
"Eukaryota",NA,NA,NA,NA,NA,"fungal sp."
"Eukaryota","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Microascus",NA
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Kurtzmaniella","[Candida] oleophila"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Geotrichum","Geotrichum candidum"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium","Cryptosporidium struthionis"
"Eukaryota","Nematoda","Chromadorea","Strongylida","Ancylostomatidae","Ancylostoma",NA
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Pilaira","Pilaira anomala"
"Eukaryota","Nematoda","Enoplea","Trichinellida","Capillariidae","Pearsonema","Pearsonema plica"
"Eukaryota","Ascomycota","Eurotiomycetes","Onygenales","Arachnomycetaceae","Arachnomyces",NA
"Eukaryota","Nematoda","Chromadorea","Strongylida","Ancylostomatidae","Uncinaria","Uncinaria stenocephala"
"Eukaryota",NA,NA,NA,NA,NA,"fungal sp."
"Eukaryota","Basidiomycota","Agaricomycetes","Boletales","Melanogastraceae","Melanogaster","Melanogaster variegatus"
"Eukaryota","Streptophyta","Magnoliopsida","Fagales","Betulaceae","Betula",NA
"Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae",NA,NA
"Eukaryota","Streptophyta","Bryopsida","Bryales","Mniaceae","Mnium","Mnium sp. Qiu 94079"
"Eukaryota","Basidiomycota","Agaricomycetes","Phallales","Phallaceae","Phallus","Phallus impudicus"
"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"Eukaryota",NA,NA,NA,NA,NA,"fungal sp."
"Eukaryota","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida",NA,NA,NA
"Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Pseudocoleophoma","Pseudocoleophoma bauhiniae"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Sarcocystis","Sarcocystis morae"
"Eukaryota","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Coelastrella","Coelastrella thermophila"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae",NA,NA
"Eukaryota",NA,NA,NA,NA,NA,NA
"Eukaryota","Nematoda","Chromadorea","Strongylida","Ancylostomatidae","Uncinaria","Uncinaria stenocephala"
"Eukaryota","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA
"Eukaryota","Nematoda","Chromadorea","Strongylida","Crenosomatidae","Crenosoma",NA
"Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Apatococcus","Apatococcus sp. SAG 2145"
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Pilaira","Pilaira anomala"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Nematoda","Chromadorea","Strongylida","Ancylostomatidae","Uncinaria","Uncinaria stenocephala"
"Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae",NA,NA
"Eukaryota","Nematoda","Chromadorea","Rhabditida","Rhabditidae","Rhabditis",NA
"Eukaryota","Nematoda","Chromadorea","Strongylida",NA,NA,NA
"Eukaryota","Nematoda","Chromadorea","Strongylida","Ancylostomatidae","Uncinaria","Uncinaria stenocephala"
"Eukaryota","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Rosa","Rosa arkansana"
"Eukaryota","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon sp."
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Gregarinidae","Gregarina",NA
"Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae",NA,NA
"Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Apatococcus","Apatococcus lobatus"
"Eukaryota","Arthropoda","Arachnida","Trombidiformes","Demodicidae","Demodex","Demodex musculi"
"Eukaryota","Ascomycota","Sordariomycetes","Microascales","Microascaceae",NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Stenophoridae","Stenophora","Stenophora robusta"
"Eukaryota","Nematoda","Chromadorea","Strongylida","Ancylostomatidae","Ancylostoma",NA
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Yarrowia","Yarrowia lipolytica"
"Eukaryota","Basidiomycota","Tremellomycetes",NA,NA,NA,NA
